S.No,un_number,proper_shipping_name,simplified_name,hazard_class,subsidiary_risks,packing_group,hazard_labels_required,erg_guide_number,special_provisions,qty_ltd_passenger_aircraft,packing_instruction_passenger_aircraft,qty_ltd_cargo_aircraft,packing_instruction_cargo_aircraft,description_notes,is_marine_pollutant,is_environmentally_hazardous
631,2599,Chlorotrifluoromethane and trifluoromethane azeotropic mixture with approximately 60% chlorotrifluoromethane,"Chlorotrifluoromethane and trifluoromethane azeotropic mixture, Chlorotrifluoromethane, trifluoromethane",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
632,1755,Chromic acid solution,"Chromic acid solution, Chromic, acid",8,,,Corrosive,154,,,,,,,FALSE,FALSE
633,1756,"Chromic fluoride, solid","Chromic fluoride, Chromic, fluoride",8,,,Corrosive,154,,,,,,,FALSE,FALSE
634,1757,Chromic fluoride solution,"Chromic fluoride solution, Chromic, fluoride",8,,,Corrosive,154,,,,,,,FALSE,FALSE
635,2720,Chromium nitrate,"Chromium nitrate, Chromium, nitrate",5.1,,,Oxidizer,141,,,,,,,FALSE,FALSE
636,1758,Chromium oxychloride,"Chromium oxychloride, Chromium, oxychloride",8,,,Corrosive,137,,,,,,,FALSE,FALSE
637,1463,"Chromium trioxide, anhydrous","Chromium trioxide, anhydrous, Chromium, trioxide",5.1,"6.1,8",,Oxidizer & Toxic & Corrosive,141,,,,,,,FALSE,FALSE
638,2240,Chromosulphuric acid,"Chromosulphuric acid, Chromosulphuric, acid",8,,,Corrosive,154,,,,,,,FALSE,FALSE
639,3291,"Clinical waste, unspecified, n.o.s.","Clinical waste, Clinical",6.2,,,Infectious subst.,158,,,,,,,FALSE,FALSE
640,1023,"Coal gas, compressed †","Coal gas, compressed, Coal",2.3,2.1,,,119,,,,,,,FALSE,FALSE
641,1136,"Coal tar distillates, flammable","Coal tar distillates, flammable, distillates",3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
642,1139,"Coating solution † (includes surface treatments or coatings used for industrial or other purposes such as vehicle undercoating, drum or barrel lining)","Coating solution, Coating",3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
643,2001,"Cobalt naphthenates, powder","Cobalt naphthenates, Cobalt, naphthenates",4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
644,1318,"Cobalt resinate, precipitated","Cobalt resinate, precipitated, Cobalt, resinate",4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
645,0461,"Components, explosive train, n.o.s.  †","Components, explosive train, explosive",1.1B,,,,,,,,,,,FALSE,FALSE
646,0382,"Components, explosive train, n.o.s.  †","Components, explosive train, explosive",1.2B,,,,,,,,,,,FALSE,FALSE
647,0383,"Components, explosive train, n.o.s.  †","Components, explosive train, explosive",1.4B,,,Explosive 1.4,,,,,,,,FALSE,FALSE
648,0384,"Components, explosive train, n.o.s.  †","Components, explosive train, explosive",1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
649,1956,"Compressed gas, n.o.s. ","Compressed gas, Compressed",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
650,1954,"Compressed gas, flammable, n.o.s. ","Compressed gas, flammable, Compressed",2.1,,,Flamm. gas,115,,,,,,,FALSE,FALSE
651,3156,"Compressed gas, oxidizing, n.o.s. ","Compressed gas, oxidizing, Compressed",2.2,5.1,,Non-flamm. gas & Oxidizer,122,,,,,,,FALSE,FALSE
652,1955,"Compressed gas, toxic, n.o.s. ","Compressed gas, toxic, Compressed",2.3,,,,123,,,,,,,FALSE,FALSE
653,3304,"Compressed gas, toxic, corrosive, n.o.s. ","Compressed gas, toxic, corrosive, Compressed",2.3,8,,,125,,,,,,,FALSE,FALSE
654,1953,"Compressed gas, toxic, flammable, n.o.s. ","Compressed gas, toxic, flammable, Compressed",2.3,2.1,,,119,,,,,,,FALSE,FALSE
655,3305,"Compressed gas, toxic, flammable, corrosive, n.o.s. ","Compressed gas, toxic, flammable, corrosive, Compressed",2.3,"2.1,8",,,119,,,,,,,FALSE,FALSE
656,3303,"Compressed gas, toxic, oxidizing, n.o.s. ","Compressed gas, toxic, oxidizing, Compressed",2.3,5.1,,,124,,,,,,,FALSE,FALSE
657,3306,"Compressed gas, toxic, oxidizing, corrosive, n.o.s. ","Compressed gas, toxic, oxidizing, corrosive, Compressed",2.3,"5.1,8",,,124,,,,,,,FALSE,FALSE
658,8000,Consumer commodity †,Consumer commodity,9,,,Miscellaneous,171,,,,,,,FALSE,FALSE
659,0248,"Contrivances, water-activated  † with burster, expelling charge or propelling charge","Contrivances, water-activated, Contrivances, water-activated",1.2L,,,,,,,,,,,FALSE,FALSE
660,0249,"Contrivances, water-activated  † with burster, expelling charge or propelling charge","Contrivances, water-activated, Contrivances, water-activated",1.3L,,,,,,,,,,,FALSE,FALSE
661,1585,Copper acetoarsenite,"Copper acetoarsenite, acetoarsenite",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
662,1586,Copper arsenite,"Copper arsenite, arsenite",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
663,2776,"Copper based pesticide, liquid, flammable, toxic,  flash point less than 23°C","Copper based pesticide, flammable, toxic, pesticide",3,6.1,,Flamm. liquid & Toxic,131,,,,,,,FALSE,FALSE
664,3010 ,"Copper based pesticide, liquid, toxic  ","Copper based pesticide, toxic, pesticide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
665,3009 ,"Copper based pesticide, liquid, toxic, flammable,  (flash point 23°C or more)","Copper based pesticide, toxic, flammable, pesticide",6.1,3,,Toxic & Flamm liquid,131,,,,,,,FALSE,FALSE
666,2775 ,"Copper based pesticide, solid, toxic  ","Copper based pesticide, toxic, pesticide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
667,2721 ,Copper chlorate ,"Copper chlorate, chlorate",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
668,2802 ,Copper chloride ,"Copper chloride, chloride",8,,,Corrosive,154,,,,,,,FALSE,FALSE
669,1587 ,Copper cyanide,"Copper cyanide, cyanide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
670,1363 ,Copra † ,Copra,4.2,,,,135,,,,,,,FALSE,FALSE
671,0065 ,"Cord, detonating, † (flexible)","Cord, detonating",1.1D,,,,,,,,,,,FALSE,FALSE
672,0289,"Cord, detonating, † (flexible)","Cord, detonating",1.4D ,,,Explosive 1.4,,,,,,,,FALSE,FALSE
673,0290,"Cord, detonating, † (flexible)","Cord, detonating",1.1D,,,,,,,,,,,FALSE,FALSE
674,0102,"Cord, detonating, † (flexible)","Cord, detonating",1.2D,,,,,,,,,,,FALSE,FALSE
675,0104 ,"Cord, detonating, mild effect, † (metal clad)","Cord, detonating",1.4D ,,,Explosive 1.4,,,,,,,,FALSE,FALSE
676,0066 ,"Cord, igniter †","Cord, igniter",1.4G ,,,Explosive 1.4,,,,,,,,FALSE,FALSE
677,1760 ,"Corrosive liquid, n.o.s.","Corrosive liquid, Corrosive",8,,,Corrosive,154,,,,,,,FALSE,FALSE
678,3264 ,"Corrosive liquid, acidic, inorganic, n.o.s","Corrosive liquid, acidic, Corrosive",8,,,Corrosive,154,,,,,,,FALSE,FALSE
679,3265 ,"Corrosive liquid, acidic, organic, n.o.s","Corrosive liquid, acidic, Corrosive",8,,,Corrosive,153,,,,,,,FALSE,FALSE
680,3266 ,"Corrosive liquid, basic, inorganic, n.o.s.","Corrosive liquid, Corrosive",8,,,Corrosive,154,,,,,,,FALSE,FALSE
681,3267 ,"Corrosive liquid, basic, organic, n.o.s","Corrosive liquid, Corrosive",8,,,Corrosive,153,,,,,,,FALSE,FALSE
682,2920 ,"Corrosive liquid, flammable, n.o.s.  ","Corrosive liquid, flammable, Corrosive",8,3,,Corrosive & Flamm. liquid,132,,,,,,,FALSE,FALSE
683,3093 ,"Corrosive liquid, oxidizing, n.o.s.  ","Corrosive liquid, oxidizing, Corrosive",8,5.1,,Corrosive & Oxidizer,157,,,,,,,FALSE,FALSE
684,"3267
","Corrosive liquid, basic, organic, n.o.s. 
","Corrosive liquid, Corrosive",8,,,"Corrosive
",,,,,,,,FALSE,FALSE
685,"2920
","Corrosive liquid, flammable, n.o.s.  ","Corrosive liquid, flammable, Corrosive",8,3,,"Corrosive & Flamm. liquid
",132,,,,,,,FALSE,FALSE
686,"3093
","Corrosive liquid, oxidizing, n.o.s.  ","Corrosive liquid, oxidizing, Corrosive",8,5.1,,"Corrosive & Oxidizer
",157,,,,,,,FALSE,FALSE
687,"3301
","Corrosive liquid, self-heating, n.o.s.  ","Corrosive liquid, self-heating, Corrosive",8,4.2,,"Corrosive & Spont. comb.
",136,,,,,,,FALSE,FALSE
688,"2922
","Corrosive liquid, toxic, n.o.s.  ","Corrosive liquid, toxic, Corrosive",8,6.1,,"Corrosive & Toxic
",154,,,,,,,FALSE,FALSE
689,"3094
","Corrosive liquid, water-reactive, n.o.s.  ","Corrosive liquid, water-reactive, Corrosive",8,4.3,,"Corrosive & Dang. when wet
",138,,,,,,,FALSE,FALSE
690,"1759
","Corrosive solid, n.o.s.  ","Corrosive solid, Corrosive",8,,,Corrosive,154,,,,,,,FALSE,FALSE
691,"3260
","Corrosive solid, acidic, inorganic, n.o.s.  ","Corrosive solid, acidic, Corrosive",8,,,Corrosive,154,,,,,,,FALSE,FALSE
692,"3261
","Corrosive solid, acidic, organic, n.o.s.  ","Corrosive solid, acidic, Corrosive",8,,,Corrosive,154,,,,,,,FALSE,FALSE
693,"3262
","Corrosive solid, basic, inorganic, n.o.s.  ","Corrosive solid, Corrosive, Calcium Hydroxide",8,,,Corrosive,154,,,,,,,FALSE,FALSE
694,"3263
","Corrosive solid, basic, organic, n.o.s.  ","Corrosive solid, Corrosive",8,,,Corrosive,154,,,,,,,FALSE,FALSE
695,"2921
","Corrosive solid, flammable, n.o.s.  ","Corrosive solid, flammable, Corrosive",8,4.1,,"Corrosive & Flamm. solid
",134,,,,,,,FALSE,FALSE
696,"3084
","Corrosive solid, oxidizing, n.o.s.  ","Corrosive solid, oxidizing, Corrosive",8,5.1,,"Corrosive & Oxidizer
",157,,,,,,,FALSE,FALSE
697,"3095
","Corrosive solid, self-heating, n.o.s.  ","Corrosive solid, self-heating, Corrosive",8,4.2,,"Corrosive & Spont. comb.
",136,,,,,,,FALSE,FALSE
698,"2923
","Corrosive solid, toxic, n.o.s.  ","Corrosive solid, toxic, Corrosive",8,6.1,,"Corrosive & Toxic
",154,,,,,,,FALSE,FALSE
699,3096,"Corrosive solid, water-reactive, n.o.s.","Corrosive solid, water-reactive, Corrosive",8,4.3,,Corrosive & Dang. when wet,138,,,,,,,FALSE,FALSE
700,1364,"Cotton waste, oily",Cotton waste,4.2,,,,133,,,,,,,FALSE,FALSE
701,1365,"Cotton, wet",wet cotton,4.2,,,,133,,,,,,,FALSE,FALSE
702,3024,"Coumarin derivative pesticide, liquid, flammable, toxic 
 flashpoint less than 23°C","Coumarin derivative pesticide, flammable, toxic , Coumarin, pesticide",3,6.1,,Flamm. liquid & Toxic,131,,,,,,,FALSE,FALSE
703,3026,"Coumarin derivative pesticide, liquid, toxic ","Coumarin derivative pesticide, toxic , Coumarin, pesticide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
704,3025,"Coumarin derivative pesticide, liquid, toxic, flammable 
 flashpoint 23°C or more","Coumarin derivative pesticide, toxic, flammable , Coumarin, pesticide",6.1,3,,Toxic & Flamm. liquid,131,,,,,,,FALSE,FALSE
705,3027,"Coumarin derivative pesticide, solid, toxic ","Coumarin derivative pesticide, toxic , Coumarin, pesticide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
706,2076,"Cresols, liquid",Cresols,6.1,8,,Toxic & Corrosive,153,,,,,,,FALSE,FALSE
707,3455,"Cresols, solid",Cresols,6.1,8,,Toxic & Corrosive,153,,,,,,,FALSE,FALSE
708,2022,Cresylic acid,"Cresylic acid, Cresylic",6.1,8,,Toxic & Corrosive,153,,,,,,,FALSE,FALSE
709,1143,Crotonaldehyde,Crotonaldehyde,6.1,3,,,131P,,,,,,,FALSE,FALSE
710,1143,"Crotonaldehyde, stabilized",Crotonaldehyde,6.1,3,,,131P,,,,,,,FALSE,FALSE
711,3472,"Crotonic acid, liquid","Crotonic acid, Crotonic",8,,,Corrosive,153,,,,,,,FALSE,FALSE
712,2823,"Crotonic acid, solid","Crotonic acid, Crotonic",8,,,Corrosive,153,,,,,,,FALSE,FALSE
713,1144,Crotonylene,Crotonylene,3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
714,1761,Cupriethylenediamine solution,"Cupriethylenediamine solution, Cupriethylenediamine",8,6.1,,Corrosive & Toxic,154,,,,,,,FALSE,FALSE
715,0070,"Cutters, cable, explosive †",explosive,1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
716,1588,"Cyanides, inorganic, solid, n.o.s. ","Cyanides, cyanide",6.1,,,Toxic,157,,,,,,,FALSE,FALSE
717,1935,"Cyanide solution, n.o.s. ","Cyanide solution, Cyanide",6.1,,,Toxic,157,,,,,,,FALSE,FALSE
718,1026,Cyanogen,Cyanogen,2.3,2.1,,,119,,,,,,,FALSE,FALSE
719,1889,Cyanogen bromide,"Cyanogen bromide, Cyanogen, bromide",6.1,8,,,157,,,,,,,FALSE,FALSE
720,1589,"Cyanogen chloride, stabilized","Cyanogen chloride, Cyanogen, chloride",2.3,8,,,125,,,,,,,FALSE,FALSE
721,2670,Cyanuric chloride,"Cyanuric chloride, Cyanuric, chloride",8,,,Corrosive,157,,,,,,,FALSE,FALSE
722,2601,Cyclobutane,Cyclobutane,2.1,,,Flamm. gas,115,,,,,,,FALSE,FALSE
723,2744,Cyclobutyl chloroformate,"Cyclobutyl chloroformate, Cyclobutyl, chloromate",6.1,"3,8",,Toxic & Flamm. liquid & Corrosive,155,,,,,,,FALSE,FALSE
724,2518,"1,5,9-Cyclododecatriene","1, 5, 9-Cyclododecatriene",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
725,2241,Cycloheptane,Cycloheptane,3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
726,2603,Cycloheptatriene,Cycloheptatriene,3,6.1,,Flamm. liquid & Toxic,131,,,,,,,FALSE,FALSE
727,2242,Cycloheptene,Cycloheptene,3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
728,1145,Cyclohexane,Cyclohexane,3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
729,1915,Cyclohexanone,Cyclohexanone,3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
730,2256,Cyclohexene,Cyclohexene,3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
731,"1762
",Cyclohexenyltrichlorosilane ,Cyclohexenyltrichlorosilane,8,,,Corrosive ,156,,,,,,,FALSE,FALSE
732,"2243
",Cyclohexyl acetate ,"Cyclohexyl acetate, Cyclohexyl, acetate",3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
733,"2357
","Cyclohexylamine
",Cyclohexylamine,8,3,,"Corrosive & Flamm. liquid
",132,,,,,,,FALSE,FALSE
734,"2488
",Cyclohexyl isocyanate ,"Cyclohexyl isocyanate, Cyclohexyl, isocyanate",6.1,3,,,155,,,,,,,FALSE,FALSE
735,"3054
",Cyclohexyl mercaptan ,"Cyclohexyl mercaptan, Cyclohexyl, mercaptan",3,,,Flamm. liquid ,129,,,,,,,FALSE,FALSE
736,"1763
","Cyclohexyltrichlorosilane
",Cyclohexyltrichlorosilane,8,,,"Corrosive
",156,,,,,,,FALSE,FALSE
737,"0391
","Cyclonite and cyclotetramethylenetetranitramine mixture, desensitized (with not less than 10% phlegmatizer, by weight)
","Cyclonite and cyclotetramethylenetetranitramine mixture , Cyclonite, cyclotetramethylenetetranitramine","1.1D
",,,,,,,,,,,FALSE,FALSE
738,"0391
","Cyclonite and cyclotetramethylenetetranitramine mixture, wetted (with not less than 15% water, by weight)
","Cyclonite and cyclotetramethylenetetranitramine mixture , Cyclonite, cyclotetramethylenetetranitramine","1.1D
",,,,,,,,,,,FALSE,FALSE
739,"0483
","Cyclonite, desensitized ","Cyclonite, desensitized","1.1D
",,,,,,,,,,,FALSE,FALSE
740,"0072
","Cyclonite, wetted (with not less than 15% water, by weight)",Cyclonite,"1.1D
",,,,,,,,,,,FALSE,FALSE
741,"2940
",Cyclooctadiene phosphines ,"Cyclooctadiene phosphines, Cyclooctadiene, phosphines",4.2,,,Spont. comb.,135,,,,,,,FALSE,FALSE
742,"2520
",Cyclooctadienes ,Cyclooctadienes,3,,, Flamm. liquid ,130P,,,,,,,FALSE,FALSE
743,"2358
",Cyclooctatetraene ,Cyclooctatetraene,3,,, Flamm. liquid ,128P,,,,,,,FALSE,FALSE
744,"1146
","Cyclopentane
",Cyclopentane,3,,, Flamm. liquid ,128,,,,,,,FALSE,FALSE
745,"2244
",Cyclopentanol ,Cyclopentanol,3,,, Flamm. liquid ,129,,,,,,,FALSE,FALSE
746,"2245
",Cyclopentanone ,Cyclopentanone,3,,, Flamm. liquid ,128,,,,,,,FALSE,FALSE
747,"2246
",Cyclopentene ,Cyclopentene,3,,, Flamm. liquid ,128,,,,,,,FALSE,FALSE
748,"1027
","Cyclopropane
",Cyclopropane,2.1,,,Flamm. gas,115,,,,,,,FALSE,FALSE
749,"0484
","Cyclotetramethylenetetranitramine, desensitized
","Cyclotetramethylenetetranitramine, desensitized",1.1D,,,,,,,,,,,FALSE,FALSE
750,"0226
","Cyclotetramethylenetetranitramine, wetted (with 15% or more water, by weight)
",Cyclotetramethylenetetranitramine,1.1D,,,,,,,,,,,FALSE,FALSE
751,"0391
","Cyclotrimethylenetrinitramine and cyclotetramethylenetetranitramine mixture, desensitized (with not less than 10% phlegmatiser, by weight)","Cyclotrimethylenetrinitramine and cyclotetramethylenetetranitramine mixture, Cyclotrimethylenetrinitramine, cyclotetramethylenetetranitramine",1.1D,,,,,,,,,,,FALSE,FALSE
752,"0391
","Cyclotrimethylenetrinitramine and cyclotetramethylenetetranitramine mixture, wetted (with 15% or more water, by weight)
","Cyclotrimethylenetrinitramine and cyclotetramethylenetetranitramine mixture , Cyclotrimethylenetrinitramine, cyclotetramethylenetetranitramine",1.1D,,,,,,,,,,,FALSE,FALSE
753,"0483
","Cyclotrimethylenetrinitramine, desensitized ","Cyclotrimethylenetrinitramine, desensitized",1.1D,,,,,,,,,,,FALSE,FALSE
754,"0072
","Cyclotrimethylenetrinitramine, wetted (with 15% or more water, by weight)
",Cyclotrimethylenetrinitramine,1.1D,,,,,,,,,,,FALSE,FALSE
755,2046,Cymenes,Cymenes,3,,, Flamm. liquid ,130,,,,,,,FALSE,FALSE
756,3363,Dangerous goods in apparatus,"Dangerous goods in apparatus, Dangerous",9,,,Miscellaneous,171,,,,,,,FALSE,FALSE
757,3363,Dangerous goods in machinery,"Dangerous goods in machinery, Dangerous",9,,,Miscellaneous,171,,,,,,,FALSE,FALSE
758,1868,Decaborane,Decaborane,4.1,6.1,,Flamm. solid & Toxic,134,,,,,,,FALSE,FALSE
759,1147,Decahydronaphthalene,Decahydronaphthalene,3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
760,2247,n-Decane,n-Decane,3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
761,0132,"Deflagrating metal salts of aromatic nitroderivatives, n.o.s.","Deflagrating metal salts of aromatic nitroderivatives, Deflagrating, salts",1.3C,,,,,,,,,,,FALSE,FALSE
762,3379,"Desensitized explosive, liquid, n.o.s. ","Desensitized explosive, Desensitized, explosive",3,,,,113,,,,,,,FALSE,FALSE
763,3380,"Desensitized explosive, solid, n.o.s. ","Desensitized explosive, Desensitized, explosive",4.1,,,,113,,,,,,,FALSE,FALSE
764,0360,"Detonator assemblies, non-electric †
 for blasting","Detonator assemblies, non-electric , Detonator",1.1B,,,,,,,,,,,FALSE,FALSE
765,0361,"Detonator assemblies, non-electric †
 for blasting","Detonator assemblies, non-electric , Detonator",1.4B,,,Explosive 1.4,,,,,,,,FALSE,FALSE
766,0500,"Detonator assemblies, non-electric †
 for blasting","Detonator assemblies, non-electric , Detonator",1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
767,0030,"Detonators, electric †
 for blasting",Detonators,1.1B,,,,,,,,,,,FALSE,FALSE
768,0255,"Detonators, electric †
 for blasting",Detonators,1.4B,,,Explosive 1.4,,,,,,,,FALSE,FALSE
769,0456,"Detonators, electric †
 for blasting",Detonators,1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
770,0073,Detonators for ammunition †,"Detonators for ammunition, Detonators, ammunition",1.1B,,,,,,,,,,,FALSE,FALSE
771,0364,Detonators for ammunition †,"Detonators for ammunition, Detonators, ammunition",1.2B,,,,,,,,,,,FALSE,FALSE
772,0365,Detonators for ammunition †,"Detonators for ammunition, Detonators, ammunition",1.4B,,,Explosive 1.4,,,,,,,,FALSE,FALSE
773,0366,Detonators for ammunition †,"Detonators for ammunition, Detonators, ammunition",1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
774,0029,"Detonators, non-electric †
 for blasting","Detonators, non-electric",1.1B,,,,,,,,,,,FALSE,FALSE
775,0267,"Detonators, non-electric †
 for blasting","Detonators, non-electric",1.4B,,,Explosive 1.4,,,,,,,,FALSE,FALSE
776,0455 ,"Detonators, non-electric †  (for blasting)","Detonators, non-electric",1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
777,1957 ,"Deuterium, compressed ","Deuterium, compressed",2.1,,,Flamm. gas,115,,,,,,,FALSE,FALSE
778,3150 ,"Devices, small, hydrocarbon gas powered (with release device)","Devices, hydrocarbon gas powered, hydrocarbon",2.1,,,Flamm. gas,115,,,,,,,FALSE,FALSE
779,1148 ,Diacetone alcohol ,"Diacetone alcohol, Diacetone, alcohol",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
780,2359 ,Diallylamine ,Diallylamine,3,"6.1,8",,Flamm. liquid & Toxic & Corrosive,132,,,,,,,FALSE,FALSE
781,2360 ,Diallyl ether,"Diallyl ether, Diallyl, ether",3,6.1,,Flamm. liquid & Toxic,131P,,,,,,,FALSE,FALSE
782,2651 ,"4,4'-Diaminodiphenylmethane","4, 4'-Diaminodiphenylmethane",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
783,2841 ,Di-n-amylamine,Di-n-amylamine,3,6.1,,Flamm. liquid & Toxic,131,,,,,,,FALSE,FALSE
784,0074 ,"Diazodinitrophenol, wetted (with not less than 40% water or mixture of alcohol and water, by weight)",Diazodinitrophenol,1.1A,,,,,,,,,,,FALSE,FALSE
785,2434,Dibenzyldichlorosilane,Dibenzyldichlorosilane,8,,,Corrosive,156,,,,,,,FALSE,FALSE
786,1911,Diborane,Diborane,2.3,2.1,,,119,,,,,,,FALSE,FALSE
787,2648,"1,2-Dibromobutan-3-one","1, 2-Dibromobutan-3-one",6.1,,,Toxic,154,,,,,,,FALSE,FALSE
788,2872,Dibromochloropropanes,Dibromochloropropanes,6.1,,,Toxic,159,,,,,,,FALSE,FALSE
789,1941,Dibromodifluoromethane,Dibromodifluoromethane,9,,,Miscellaneous,171,,,,,,,FALSE,FALSE
790,2664,Dibromomethane,Dibromomethane,6.1,,,Toxic,160,,,,,,,FALSE,FALSE
791,2248,Di-n-butylamine,Di-n-butylamine,8,3,,"Corrosive
 & Flamm. liquid",132,,,,,,,FALSE,FALSE
792,2873,Dibutylaminoethanol,Dibutylaminoethanol,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
793,1149,Dibutyl ethers,"Dibutyl ethers, Dibutyl, ethers",3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
794,1764,Dichloroacetic acid,"Dichloroacetic acid, Dichloroacetic, acid",8,,,Corrosive,153,,,,,,,FALSE,FALSE
795,2649,"1,3-Dichloroacetone","1, 3-Dichloroacetone",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
796,1765,Dichloroacetyl chloride,"Dichloroacetyl chloride, Dichloroacetyl, chloride",8,,,Corrosive,156,,,,,,,FALSE,FALSE
797,1590,"Dichloroanilines, liquid",Dichloroanilines,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
798,3442,"Dichloroanilines, solid",Dichloroanilines,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
799,1591,o-Dichlorobenzene,"o-Dichlorobenzene, Dichlorobenzene",6.1,,,Toxic,152,,,,,,,FALSE,FALSE
800,1916,"2,2'-Dichlorodiethyl ether","2, 2'-Dichlorodiethyl ether, 2, 2'-Dichlorodiethyl, ether, Dichlorodiethyl",6.1,3,,Toxic & Flamm. liquid,152,,,,,,,FALSE,FALSE
801,1028,Dichlorodifluoromethane,Dichlorodifluoromethane,2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
802,2602,"Dichlorodifluoromethane and difluoroethane azeotropic mixture
 with approximately 74% dichlorodifluoromethane","Dichlorodifluoromethane and difluoroethane azeotropic mixture, Dichlorodifluoromethane, difluoroethane",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
803,2249,"Dichlorodimethyl ether, symmetrical","Dichlorodimethyl ether, symmetrical, Dichlorodimethyl, ether",6.1,3,,,131,,,,,,,FALSE,FALSE
804,2362,"1,1-Dichloroethane","1, 1-Dichloroethane, Dichloroethane",3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
805,1150,"1,2-Dichloroethylene","1, 2-Dichloroethylene, Dichloroethylene",3,,,Flamm. liquid,130P,,,,,,,FALSE,FALSE
